,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Original_medal,Gold,Silver,Bronze,Athlete_Team,Original_gold_winner,New_medal
6250,Sydney (2000),2000,Athletics,Athletics,Gezahegne Abera,ETH,Men,marathon men,Gold,1,0,0,Gezahegne Abera (ETH),Gezahegne Abera (ETH),Gold
6252,Sydney (2000),2000,Athletics,Athletics,Naoko Takahashi,JPN,Women,marathon women,Gold,1,0,0,Naoko Takahashi (JPN),Naoko Takahashi (JPN),Gold
6255,Sydney (2000),2000,Athletics,Athletics,Nick Hysong,USA,Men,pole vault men,Gold,1,0,0,Nick Hysong (USA),Nick Hysong (USA),Gold
6258,Sydney (2000),2000,Athletics,Athletics,Stacy Dragila,USA,Women,pole vault women,Gold,1,0,0,Stacy Dragila (USA),Stacy Dragila (USA),Gold
6261,Sydney (2000),2000,Athletics,Athletics,Arsi Harju,FIN,Men,shot put men,Gold,1,0,0,Arsi Harju (FIN),Arsi Harju (FIN),Gold
6264,Sydney (2000),2000,Athletics,Athletics,Yanina Karolchik,BLR,Women,shot put women,Gold,1,0,0,Yanina Karolchik (BLR),Yanina Karolchik (BLR),Gold
6267,Sydney (2000),2000,Athletics,Athletics,Jonathan David Edwards,GBR,Men,triple jump men,Gold,1,0,0,Jonathan David Edwards (GBR),Jonathan David Edwards (GBR),Gold
6270,Sydney (2000),2000,Athletics,Athletics,Tereza Marinova,BUL,Women,triple jump women,Gold,1,0,0,Tereza Marinova (BUL),Tereza Marinova (BUL),Gold
6273,Athens (2004),2004,Athletics,Athletics,Kenenisa Bekele,ETH,Men,10000m men,Gold,1,0,0,Kenenisa Bekele (ETH),Kenenisa Bekele (ETH),Gold
6276,Athens (2004),2004,Athletics,Athletics,Huina Xing,CHN,Women,10000m women,Gold,1,0,0,Huina Xing (CHN),Huina Xing (CHN),Gold
6279,Athens (2004),2004,Athletics,Athletics,Justin Gatlin,USA,Men,100m men,Gold,1,0,0,Justin Gatlin (USA),Justin Gatlin (USA),Gold
6282,Athens (2004),2004,Athletics,Athletics,Yuliya Nesterenko,BLR,Women,100m women,Gold,1,0,0,Yuliya Nesterenko (BLR),Yuliya Nesterenko (BLR),Gold
6285,Athens (2004),2004,Athletics,Athletics,Joanna Hayes,USA,Women,100m hurdles women,Gold,1,0,0,Joanna Hayes (USA),Joanna Hayes (USA),Gold
6288,Athens (2004),2004,Athletics,Athletics,Xiang Liu,CHN,Men,110m hurdles men,Gold,1,0,0,Xiang Liu (CHN),Xiang Liu (CHN),Gold
6291,Athens (2004),2004,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,1500m men,Gold,1,0,0,Hicham El Guerrouj (MAR),Hicham El Guerrouj (MAR),Gold
6294,Athens (2004),2004,Athletics,Athletics,Kelly Holmes,GBR,Women,1500m women,Gold,1,0,0,Kelly Holmes (GBR),Kelly Holmes (GBR),Gold
6297,Athens (2004),2004,Athletics,Athletics,Shawn Crawford,USA,Men,200m men,Gold,1,0,0,Shawn Crawford (USA),Shawn Crawford (USA),Gold
6300,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,200m women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Veronica Campbell-Brown (JAM),Gold
6303,Athens (2004),2004,Athletics,Athletics,Athanasia Tsoumeleka,GRE,Women,20km race walk women,Gold,1,0,0,Athanasia Tsoumeleka (GRE),Athanasia Tsoumeleka (GRE),Gold
6306,Athens (2004),2004,Athletics,Athletics,Ivano Brugnetti,ITA,Men,20km walk men,Gold,1,0,0,Ivano Brugnetti (ITA),Ivano Brugnetti (ITA),Gold
6309,Athens (2004),2004,Athletics,Athletics,Ezekiel Kemboi,KEN,Men,3000m steeplechase men,Gold,1,0,0,Ezekiel Kemboi (KEN),Ezekiel Kemboi (KEN),Gold
6312,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,400m men,Gold,1,0,0,Jeremy Wariner (USA),Jeremy Wariner (USA),Gold
6315,Athens (2004),2004,Athletics,Athletics,Tonique Williams-Darling,BAH,Women,400m women,Gold,1,0,0,Tonique Williams-Darling (BAH),Tonique Williams-Darling (BAH),Gold
6318,Athens (2004),2004,Athletics,Athletics,Felix Sanchez,DOM,Men,400m hurdles men,Gold,1,0,0,Felix Sanchez (DOM),Felix Sanchez (DOM),Gold
6321,Athens (2004),2004,Athletics,Athletics,Fani Chalkia,GRE,Women,400m hurdles women,Gold,1,0,0,Fani Chalkia (GRE),Fani Chalkia (GRE),Gold
6339,Athens (2004),2004,Athletics,Athletics,Darren Campbell,GBR,Men,4x100m relay men,Gold,1,0,0,Darren Campbell (GBR),Darren Campbell (GBR),Gold
6340,Athens (2004),2004,Athletics,Athletics,Darren Campbell,GBR,Men,4x100m relay men,Gold,1,0,0,Darren Campbell (GBR),Marlon Devonish (GBR),Gold
6341,Athens (2004),2004,Athletics,Athletics,Darren Campbell,GBR,Men,4x100m relay men,Gold,1,0,0,Darren Campbell (GBR),Jason Gardener (GBR),Gold
6342,Athens (2004),2004,Athletics,Athletics,Darren Campbell,GBR,Men,4x100m relay men,Gold,1,0,0,Darren Campbell (GBR),Mark Lewis-Francis (GBR),Gold
6343,Athens (2004),2004,Athletics,Athletics,Marlon Devonish,GBR,Men,4x100m relay men,Gold,1,0,0,Marlon Devonish (GBR),Darren Campbell (GBR),Gold
6344,Athens (2004),2004,Athletics,Athletics,Marlon Devonish,GBR,Men,4x100m relay men,Gold,1,0,0,Marlon Devonish (GBR),Marlon Devonish (GBR),Gold
6345,Athens (2004),2004,Athletics,Athletics,Marlon Devonish,GBR,Men,4x100m relay men,Gold,1,0,0,Marlon Devonish (GBR),Jason Gardener (GBR),Gold
6346,Athens (2004),2004,Athletics,Athletics,Marlon Devonish,GBR,Men,4x100m relay men,Gold,1,0,0,Marlon Devonish (GBR),Mark Lewis-Francis (GBR),Gold
6347,Athens (2004),2004,Athletics,Athletics,Jason Gardener,GBR,Men,4x100m relay men,Gold,1,0,0,Jason Gardener (GBR),Darren Campbell (GBR),Gold
6348,Athens (2004),2004,Athletics,Athletics,Jason Gardener,GBR,Men,4x100m relay men,Gold,1,0,0,Jason Gardener (GBR),Marlon Devonish (GBR),Gold
6349,Athens (2004),2004,Athletics,Athletics,Jason Gardener,GBR,Men,4x100m relay men,Gold,1,0,0,Jason Gardener (GBR),Jason Gardener (GBR),Gold
6350,Athens (2004),2004,Athletics,Athletics,Jason Gardener,GBR,Men,4x100m relay men,Gold,1,0,0,Jason Gardener (GBR),Mark Lewis-Francis (GBR),Gold
6351,Athens (2004),2004,Athletics,Athletics,Mark Lewis-Francis,GBR,Men,4x100m relay men,Gold,1,0,0,Mark Lewis-Francis (GBR),Darren Campbell (GBR),Gold
6352,Athens (2004),2004,Athletics,Athletics,Mark Lewis-Francis,GBR,Men,4x100m relay men,Gold,1,0,0,Mark Lewis-Francis (GBR),Marlon Devonish (GBR),Gold
6353,Athens (2004),2004,Athletics,Athletics,Mark Lewis-Francis,GBR,Men,4x100m relay men,Gold,1,0,0,Mark Lewis-Francis (GBR),Jason Gardener (GBR),Gold
6354,Athens (2004),2004,Athletics,Athletics,Mark Lewis-Francis,GBR,Men,4x100m relay men,Gold,1,0,0,Mark Lewis-Francis (GBR),Mark Lewis-Francis (GBR),Gold
6395,Athens (2004),2004,Athletics,Athletics,Aleen Bailey,JAM,Women,4x100m relay women,Gold,1,0,0,Aleen Bailey (JAM),Aleen Bailey (JAM),Gold
6396,Athens (2004),2004,Athletics,Athletics,Aleen Bailey,JAM,Women,4x100m relay women,Gold,1,0,0,Aleen Bailey (JAM),Veronica Campbell-Brown (JAM),Gold
6397,Athens (2004),2004,Athletics,Athletics,Aleen Bailey,JAM,Women,4x100m relay women,Gold,1,0,0,Aleen Bailey (JAM),Tanya Lawrence (JAM),Gold
6398,Athens (2004),2004,Athletics,Athletics,Aleen Bailey,JAM,Women,4x100m relay women,Gold,1,0,0,Aleen Bailey (JAM),Beverly Mcdonald (JAM),Gold
6399,Athens (2004),2004,Athletics,Athletics,Aleen Bailey,JAM,Women,4x100m relay women,Gold,1,0,0,Aleen Bailey (JAM),Sherone Simpson (JAM),Gold
6400,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,4x100m relay women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Aleen Bailey (JAM),Gold
6401,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,4x100m relay women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Veronica Campbell-Brown (JAM),Gold
6402,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,4x100m relay women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Tanya Lawrence (JAM),Gold
6403,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,4x100m relay women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Beverly Mcdonald (JAM),Gold
6404,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,4x100m relay women,Gold,1,0,0,Veronica Campbell-Brown (JAM),Sherone Simpson (JAM),Gold
6405,Athens (2004),2004,Athletics,Athletics,Tanya Lawrence,JAM,Women,4x100m relay women,Gold,1,0,0,Tanya Lawrence (JAM),Aleen Bailey (JAM),Gold
6406,Athens (2004),2004,Athletics,Athletics,Tanya Lawrence,JAM,Women,4x100m relay women,Gold,1,0,0,Tanya Lawrence (JAM),Veronica Campbell-Brown (JAM),Gold
6407,Athens (2004),2004,Athletics,Athletics,Tanya Lawrence,JAM,Women,4x100m relay women,Gold,1,0,0,Tanya Lawrence (JAM),Tanya Lawrence (JAM),Gold
6408,Athens (2004),2004,Athletics,Athletics,Tanya Lawrence,JAM,Women,4x100m relay women,Gold,1,0,0,Tanya Lawrence (JAM),Beverly Mcdonald (JAM),Gold
6409,Athens (2004),2004,Athletics,Athletics,Tanya Lawrence,JAM,Women,4x100m relay women,Gold,1,0,0,Tanya Lawrence (JAM),Sherone Simpson (JAM),Gold
6410,Athens (2004),2004,Athletics,Athletics,Beverly Mcdonald,JAM,Women,4x100m relay women,Gold,1,0,0,Beverly Mcdonald (JAM),Aleen Bailey (JAM),Gold
6411,Athens (2004),2004,Athletics,Athletics,Beverly Mcdonald,JAM,Women,4x100m relay women,Gold,1,0,0,Beverly Mcdonald (JAM),Veronica Campbell-Brown (JAM),Gold
6412,Athens (2004),2004,Athletics,Athletics,Beverly Mcdonald,JAM,Women,4x100m relay women,Gold,1,0,0,Beverly Mcdonald (JAM),Tanya Lawrence (JAM),Gold
6413,Athens (2004),2004,Athletics,Athletics,Beverly Mcdonald,JAM,Women,4x100m relay women,Gold,1,0,0,Beverly Mcdonald (JAM),Beverly Mcdonald (JAM),Gold
6414,Athens (2004),2004,Athletics,Athletics,Beverly Mcdonald,JAM,Women,4x100m relay women,Gold,1,0,0,Beverly Mcdonald (JAM),Sherone Simpson (JAM),Gold
6415,Athens (2004),2004,Athletics,Athletics,Sherone Simpson,JAM,Women,4x100m relay women,Gold,1,0,0,Sherone Simpson (JAM),Aleen Bailey (JAM),Gold
6416,Athens (2004),2004,Athletics,Athletics,Sherone Simpson,JAM,Women,4x100m relay women,Gold,1,0,0,Sherone Simpson (JAM),Veronica Campbell-Brown (JAM),Gold
6417,Athens (2004),2004,Athletics,Athletics,Sherone Simpson,JAM,Women,4x100m relay women,Gold,1,0,0,Sherone Simpson (JAM),Tanya Lawrence (JAM),Gold
6418,Athens (2004),2004,Athletics,Athletics,Sherone Simpson,JAM,Women,4x100m relay women,Gold,1,0,0,Sherone Simpson (JAM),Beverly Mcdonald (JAM),Gold
6419,Athens (2004),2004,Athletics,Athletics,Sherone Simpson,JAM,Women,4x100m relay women,Gold,1,0,0,Sherone Simpson (JAM),Sherone Simpson (JAM),Gold
6460,Athens (2004),2004,Athletics,Athletics,Derrick Brew,USA,Men,4x400m relay men,Gold,1,0,0,Derrick Brew (USA),Derrick Brew (USA),Gold
6461,Athens (2004),2004,Athletics,Athletics,Derrick Brew,USA,Men,4x400m relay men,Gold,1,0,0,Derrick Brew (USA),Otis Harris (USA),Gold
6462,Athens (2004),2004,Athletics,Athletics,Derrick Brew,USA,Men,4x400m relay men,Gold,1,0,0,Derrick Brew (USA),Jeremy Wariner (USA),Gold
6463,Athens (2004),2004,Athletics,Athletics,Derrick Brew,USA,Men,4x400m relay men,Gold,1,0,0,Derrick Brew (USA),Darold Williamson (USA),Gold
6464,Athens (2004),2004,Athletics,Athletics,Derrick Brew,USA,Men,4x400m relay men,Gold,1,0,0,Derrick Brew (USA),Kelly Willie (USA),Gold
6465,Athens (2004),2004,Athletics,Athletics,Otis Harris,USA,Men,4x400m relay men,Gold,1,0,0,Otis Harris (USA),Derrick Brew (USA),Gold
6466,Athens (2004),2004,Athletics,Athletics,Otis Harris,USA,Men,4x400m relay men,Gold,1,0,0,Otis Harris (USA),Otis Harris (USA),Gold
6467,Athens (2004),2004,Athletics,Athletics,Otis Harris,USA,Men,4x400m relay men,Gold,1,0,0,Otis Harris (USA),Jeremy Wariner (USA),Gold
6468,Athens (2004),2004,Athletics,Athletics,Otis Harris,USA,Men,4x400m relay men,Gold,1,0,0,Otis Harris (USA),Darold Williamson (USA),Gold
6469,Athens (2004),2004,Athletics,Athletics,Otis Harris,USA,Men,4x400m relay men,Gold,1,0,0,Otis Harris (USA),Kelly Willie (USA),Gold
6470,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,4x400m relay men,Gold,1,0,0,Jeremy Wariner (USA),Derrick Brew (USA),Gold
6471,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,4x400m relay men,Gold,1,0,0,Jeremy Wariner (USA),Otis Harris (USA),Gold
6472,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,4x400m relay men,Gold,1,0,0,Jeremy Wariner (USA),Jeremy Wariner (USA),Gold
6473,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,4x400m relay men,Gold,1,0,0,Jeremy Wariner (USA),Darold Williamson (USA),Gold
6474,Athens (2004),2004,Athletics,Athletics,Jeremy Wariner,USA,Men,4x400m relay men,Gold,1,0,0,Jeremy Wariner (USA),Kelly Willie (USA),Gold
6475,Athens (2004),2004,Athletics,Athletics,Darold Williamson,USA,Men,4x400m relay men,Gold,1,0,0,Darold Williamson (USA),Derrick Brew (USA),Gold
6476,Athens (2004),2004,Athletics,Athletics,Darold Williamson,USA,Men,4x400m relay men,Gold,1,0,0,Darold Williamson (USA),Otis Harris (USA),Gold
6477,Athens (2004),2004,Athletics,Athletics,Darold Williamson,USA,Men,4x400m relay men,Gold,1,0,0,Darold Williamson (USA),Jeremy Wariner (USA),Gold
6478,Athens (2004),2004,Athletics,Athletics,Darold Williamson,USA,Men,4x400m relay men,Gold,1,0,0,Darold Williamson (USA),Darold Williamson (USA),Gold
6479,Athens (2004),2004,Athletics,Athletics,Darold Williamson,USA,Men,4x400m relay men,Gold,1,0,0,Darold Williamson (USA),Kelly Willie (USA),Gold
6480,Athens (2004),2004,Athletics,Athletics,Kelly Willie,USA,Men,4x400m relay men,Gold,1,0,0,Kelly Willie (USA),Derrick Brew (USA),Gold
6481,Athens (2004),2004,Athletics,Athletics,Kelly Willie,USA,Men,4x400m relay men,Gold,1,0,0,Kelly Willie (USA),Otis Harris (USA),Gold
6482,Athens (2004),2004,Athletics,Athletics,Kelly Willie,USA,Men,4x400m relay men,Gold,1,0,0,Kelly Willie (USA),Jeremy Wariner (USA),Gold
6483,Athens (2004),2004,Athletics,Athletics,Kelly Willie,USA,Men,4x400m relay men,Gold,1,0,0,Kelly Willie (USA),Darold Williamson (USA),Gold
6484,Athens (2004),2004,Athletics,Athletics,Kelly Willie,USA,Men,4x400m relay men,Gold,1,0,0,Kelly Willie (USA),Kelly Willie (USA),Gold
6540,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Crystal Cox (USA),Gold
6541,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Monique Henderson (USA),Gold
6542,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Monique Hennagan (USA),Gold
6543,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Sanya Richards (USA),Gold
6544,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Moushaumi Robinson (USA),Gold
6545,Athens (2004),2004,Athletics,Athletics,Crystal Cox,USA,Women,4x400m relay women,Gold,1,0,0,Crystal Cox (USA),Deedee Trotter (USA),Gold
6546,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Crystal Cox (USA),Gold
6547,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Monique Henderson (USA),Gold
6548,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Monique Hennagan (USA),Gold
6549,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Sanya Richards (USA),Gold
6550,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Moushaumi Robinson (USA),Gold
6551,Athens (2004),2004,Athletics,Athletics,Monique Henderson,USA,Women,4x400m relay women,Gold,1,0,0,Monique Henderson (USA),Deedee Trotter (USA),Gold
6552,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Crystal Cox (USA),Gold
6553,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Monique Henderson (USA),Gold
6554,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Monique Hennagan (USA),Gold
6555,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Sanya Richards (USA),Gold
6556,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Moushaumi Robinson (USA),Gold
6557,Athens (2004),2004,Athletics,Athletics,Monique Hennagan,USA,Women,4x400m relay women,Gold,1,0,0,Monique Hennagan (USA),Deedee Trotter (USA),Gold
6558,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Crystal Cox (USA),Gold
6559,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Monique Henderson (USA),Gold
6560,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Monique Hennagan (USA),Gold
6561,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Sanya Richards (USA),Gold
6562,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Moushaumi Robinson (USA),Gold
6563,Athens (2004),2004,Athletics,Athletics,Sanya Richards,USA,Women,4x400m relay women,Gold,1,0,0,Sanya Richards (USA),Deedee Trotter (USA),Gold
6564,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Crystal Cox (USA),Gold
6565,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Monique Henderson (USA),Gold
6566,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Monique Hennagan (USA),Gold
6567,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Sanya Richards (USA),Gold
6568,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Moushaumi Robinson (USA),Gold
6569,Athens (2004),2004,Athletics,Athletics,Moushaumi Robinson,USA,Women,4x400m relay women,Gold,1,0,0,Moushaumi Robinson (USA),Deedee Trotter (USA),Gold
6570,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Crystal Cox (USA),Gold
6571,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Monique Henderson (USA),Gold
6572,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Monique Hennagan (USA),Gold
6573,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Sanya Richards (USA),Gold
6574,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Moushaumi Robinson (USA),Gold
6575,Athens (2004),2004,Athletics,Athletics,Deedee Trotter,USA,Women,4x400m relay women,Gold,1,0,0,Deedee Trotter (USA),Deedee Trotter (USA),Gold
6613,Athens (2004),2004,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,5000m men,Gold,1,0,0,Hicham El Guerrouj (MAR),Hicham El Guerrouj (MAR),Gold
6616,Athens (2004),2004,Athletics,Athletics,Meseret Defar,ETH,Women,5000m women,Gold,1,0,0,Meseret Defar (ETH),Meseret Defar (ETH),Gold
6619,Athens (2004),2004,Athletics,Athletics,Robert Korzeniowski,POL,Men,50km walk men,Gold,1,0,0,Robert Korzeniowski (POL),Robert Korzeniowski (POL),Gold
6622,Athens (2004),2004,Athletics,Athletics,Yuriy Borzakovskiy,RUS,Men,800m men,Gold,1,0,0,Yuriy Borzakovskiy (RUS),Yuriy Borzakovskiy (RUS),Gold
6625,Athens (2004),2004,Athletics,Athletics,Kelly Holmes,GBR,Women,800m women,Gold,1,0,0,Kelly Holmes (GBR),Kelly Holmes (GBR),Gold
6628,Athens (2004),2004,Athletics,Athletics,Roman Sebrle,CZE,Men,decathlon men,Gold,1,0,0,Roman Sebrle (CZE),Roman Sebrle (CZE),Gold
6631,Athens (2004),2004,Athletics,Athletics,Virgilijus Alekna,LTU,Men,discus throw men,Gold,1,0,0,Virgilijus Alekna (LTU),Virgilijus Alekna (LTU),Gold
6634,Athens (2004),2004,Athletics,Athletics,Natalya Sadova,RUS,Women,discus throw women,Gold,1,0,0,Natalya Sadova (RUS),Natalya Sadova (RUS),Gold
6637,Athens (2004),2004,Athletics,Athletics,Koji Murofushi,JPN,Men,hammer throw men,Gold,1,0,0,Koji Murofushi (JPN),Koji Murofushi (JPN),Gold
6640,Athens (2004),2004,Athletics,Athletics,Olga Kuzenkova,RUS,Women,hammer throw women,Gold,1,0,0,Olga Kuzenkova (RUS),Olga Kuzenkova (RUS),Gold
6643,Athens (2004),2004,Athletics,Athletics,Carolina Kluft,SWE,Women,heptathlon women,Gold,1,0,0,Carolina Kluft (SWE),Carolina Kluft (SWE),Gold
6646,Athens (2004),2004,Athletics,Athletics,Stefan Holm,SWE,Men,high jump men,Gold,1,0,0,Stefan Holm (SWE),Stefan Holm (SWE),Gold
6649,Athens (2004),2004,Athletics,Athletics,Elena Slesarenko,RUS,Women,high jump women,Gold,1,0,0,Elena Slesarenko (RUS),Elena Slesarenko (RUS),Gold
6652,Athens (2004),2004,Athletics,Athletics,Andreas Thorkildsen,NOR,Men,javelin throw men,Gold,1,0,0,Andreas Thorkildsen (NOR),Andreas Thorkildsen (NOR),Gold
6655,Athens (2004),2004,Athletics,Athletics,Osleidys Menendez,CUB,Women,javelin throw women,Gold,1,0,0,Osleidys Menendez (CUB),Osleidys Menendez (CUB),Gold
6658,Athens (2004),2004,Athletics,Athletics,Dwight Phillips,USA,Men,long jump men,Gold,1,0,0,Dwight Phillips (USA),Dwight Phillips (USA),Gold
6661,Athens (2004),2004,Athletics,Athletics,Tatyana Lebedeva,RUS,Women,long jump women,Gold,1,0,0,Tatyana Lebedeva (RUS),Tatyana Lebedeva (RUS),Gold
6664,Athens (2004),2004,Athletics,Athletics,Stefano Baldini,ITA,Men,marathon men,Gold,1,0,0,Stefano Baldini (ITA),Stefano Baldini (ITA),Gold
6667,Athens (2004),2004,Athletics,Athletics,Mizuki Noguchi,JPN,Women,marathon women,Gold,1,0,0,Mizuki Noguchi (JPN),Mizuki Noguchi (JPN),Gold
6670,Athens (2004),2004,Athletics,Athletics,Timothy Mack,USA,Men,pole vault men,Gold,1,0,0,Timothy Mack (USA),Timothy Mack (USA),Gold
6673,Athens (2004),2004,Athletics,Athletics,Elena Isinbaeva,RUS,Women,pole vault women,Gold,1,0,0,Elena Isinbaeva (RUS),Elena Isinbaeva (RUS),Gold
6676,Athens (2004),2004,Athletics,Athletics,Yuriy Bilonog,UKR,Men,shot put men,Gold,1,0,0,Yuriy Bilonog (UKR),Yuriy Bilonog (UKR),Gold
6679,Athens (2004),2004,Athletics,Athletics,Yumileidi Cumba,CUB,Women,shot put women,Gold,1,0,0,Yumileidi Cumba (CUB),Yumileidi Cumba (CUB),Gold
6682,Athens (2004),2004,Athletics,Athletics,Christian Olsson,SWE,Men,triple jump men,Gold,1,0,0,Christian Olsson (SWE),Christian Olsson (SWE),Gold
